study_id	condition	replicate	run_accession	experiment_accession	library_name	layout	read_length_bp	read_count	base_count	fastq_1	fastq_2	fastq_1_bytes	fastq_2_bytes	fastq_1_md5	fastq_2_md5	assignment_evidence
CGIG_HEAT_RNASEQ_PRJNA516762	control	A	SRR8485511	SRX5290144	T7	paired	150	22182168	6630699852	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/001/SRR8485511/SRR8485511_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/001/SRR8485511/SRR8485511_2.fastq.gz	1388005940	1416959264	bc108fe40953d8409ee1e84ccd47657e	d6adf82b3eb226883eeec9c03be4b2ce	ENA sample_alias=control-1 and sample_description=no treatment 1
CGIG_HEAT_RNASEQ_PRJNA516762	control	B	SRR8485512	SRX5290143	T8	paired	150	31879314	9536934040	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/002/SRR8485512/SRR8485512_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/002/SRR8485512/SRR8485512_2.fastq.gz	2020757429	2072887209	76ff5590ff13ef5aee56120caa935903	c86eaf22e336e040df0b5e0a65201ccb	ENA sample_alias=control-2 and sample_description=no treatment 2
CGIG_HEAT_RNASEQ_PRJNA516762	control	C	SRR8485509	SRX5290146	T9	paired	150	24704556	7389871696	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/009/SRR8485509/SRR8485509_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/009/SRR8485509/SRR8485509_2.fastq.gz	1553193079	1614426587	1d53fa017b358ab5a496c17e68806079	e21820b8aa2d1254abaa1ffe167a133c	ENA sample_alias=control-3 and sample_description=no treatment 3
CGIG_HEAT_RNASEQ_PRJNA516762	heat	A	SRR8485510	SRX5290145	T1	paired	150	26697058	7984843842	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/000/SRR8485510/SRR8485510_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/000/SRR8485510/SRR8485510_2.fastq.gz	1679158321	1737612939	7d87c9d50ab70ff3d92d2b59ab0daa32	ee954cce54d6b1fd685bf53f60f02993	ENA sample_alias=HS-1 and sample_description=heat shock 1
CGIG_HEAT_RNASEQ_PRJNA516762	heat	B	SRR8485507	SRX5290148	T2	paired	150	25256450	7554575538	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/007/SRR8485507/SRR8485507_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/007/SRR8485507/SRR8485507_2.fastq.gz	1592999519	1684740929	c9b80db0a6ab13bf3417f586decc38ea	f0c959e8473816c1dc76d94405c247df	ENA sample_alias=HS-2 and sample_description=heat shock 2
CGIG_HEAT_RNASEQ_PRJNA516762	heat	C	SRR8485508	SRX5290147	T3	paired	150	24141499	7211540224	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/008/SRR8485508/SRR8485508_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR848/008/SRR8485508/SRR8485508_2.fastq.gz	1518419757	1573757704	6fabdc943e9c336bf88f77f094a17adc	fd5262f9023732b8d5dc4503e95423eb	ENA sample_alias=HS-3 and sample_description=heat shock 3
