evidence_id	study_id	sample_comparison	feature_id_original	feature_id_standardized	feature_type	species	genome_assembly	annotation_version	ortholog_reference	mapping_confidence	molecular_direction	effect_size	effect_size_type	standard_error	ci_lower	ci_upper	p_value	adjusted_p_value	sample_size	tissue	life_stage	stressor	phenotype	phenotype_direction	analysis_method	quality_flags	source_file	input_checksum	workflow_version	date_generated	source_accession	resilience_classification	mapping_release	mapping_evidence
CGIG_THERMOTOL_RNASEQ_PRJNA694496:487	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105333995	NCBI:GeneID:105333995	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	1.9702304492775	log2_fold_change	0.249768522855398			3.0651336705114602e-15	1.24707512417893e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:488	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105321848	NCBI:GeneID:105321848	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	2.41564858231144	log2_fold_change	0.306257657865225			3.0796724131478104e-15	1.25042272938751e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:489	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105333880	NCBI:GeneID:105333880	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-1.1208390131598	log2_fold_change	0.142109122739428			3.0911264733319103e-15	1.2525067472924e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:490	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:117689487	NCBI:GeneID:117689487	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	3.99252169770524	log2_fold_change	0.506929708777635			3.3833074563276504e-15	1.36809905999339e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:491	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105330936	NCBI:GeneID:105330936	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-2.07107567519154	log2_fold_change	0.263709750768761			4.0420378928296e-15	1.63099863992603e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:492	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105318915	NCBI:GeneID:105318915	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-0.847467179423538	log2_fold_change	0.107911223116663			4.049920918762541e-15	1.63099863992603e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:493	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105348090	NCBI:GeneID:105348090	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-0.904524925743489	log2_fold_change	0.115278957321106			4.2814644957038705e-15	1.72074923971352e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:494	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105326828	NCBI:GeneID:105326828	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	1.45243369661294	log2_fold_change	0.185372320489098			4.6800675747434806e-15	1.87714289323821e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:495	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105328804	NCBI:GeneID:105328804	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-0.924050138276076	log2_fold_change	0.11799809865938			4.83775421186368e-15	1.93646993846196e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:496	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105348479	NCBI:GeneID:105348479	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	2.29497688305202	log2_fold_change	0.293098232782781			4.8763541572872e-15	1.94798550952598e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:497	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105345297	NCBI:GeneID:105345297	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	1.53367010690591	log2_fold_change	0.195925811458854			4.9643979002144e-15	1.9791665994939198e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:498	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105328352	NCBI:GeneID:105328352	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	0.864338513845165	log2_fold_change	0.11067666183738			5.7377761899682805e-15	2.28289753871549e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:499	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:109618342	NCBI:GeneID:109618342	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-1.46556937271851	log2_fold_change	0.18771360395078			5.8344791298852604e-15	2.31672083125344e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:500	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:117692804	NCBI:GeneID:117692804	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	1.01836162611943	log2_fold_change	0.130448297745755			5.8737268182389e-15	2.32764046353171e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:501	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:136275644	NCBI:GeneID:136275644	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	2.39964545548272	log2_fold_change	0.307597373344532			6.12946566989674e-15	2.42413638290088e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:502	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105332780	NCBI:GeneID:105332780	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-1.48655310868102	log2_fold_change	0.190633898488899			6.292223629689681e-15	2.48354818722453e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:503	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105347798	NCBI:GeneID:105347798	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	1.98403976448438	log2_fold_change	0.25445191883305			6.32421824685332e-15	2.4912139233230997e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:504	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:109620236	NCBI:GeneID:109620236	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	2.75363175538544	log2_fold_change	0.3533896494533			6.59277703832661e-15	2.59185087772626e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:505	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105344075	NCBI:GeneID:105344075	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	2.65131432007005	log2_fold_change	0.340415744917705			6.783098431852541e-15	2.66139232334111e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:506	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105326107	NCBI:GeneID:105326107	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-0.835465342913406	log2_fold_change	0.107328596153581			7.016560441211821e-15	2.74755194826425e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:507	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105322232	NCBI:GeneID:105322232	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	0.95223109425257	log2_fold_change	0.122385052656715			7.21722760458882e-15	2.82055518259019e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:508	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105325724	NCBI:GeneID:105325724	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	down	-1.07338142648029	log2_fold_change	0.138100979904135			7.698915287331251e-15	3.0028800689602597e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:509	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105336090	NCBI:GeneID:105336090	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	3.23728256393834	log2_fold_change	0.416970332267155			8.240889775937321e-15	3.20795658193364e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
CGIG_THERMOTOL_RNASEQ_PRJNA694496:510	CGIG_THERMOTOL_RNASEQ_PRJNA694496	thermotolerance_selected_vs_nonselected_control	NCBI:GeneID:105342220	NCBI:GeneID:105342220	gene	Crassostrea gigas	GCF_963853765.1	RS_2024_06		exact	up	1.18311845664998	log2_fold_change	0.152480700603224			8.551007793574921e-15	3.3221503612135996e-13	6	whole_larva	umbo_larva	temperature	thermal_tolerance	Selected population had higher post-heat-shock survival (78.05% versus 66.34%) and field summer survival (73% versus 62%)	Salmon_1.10.3_tximport_1.30.0_DESeq2_1.42.0_unshrunk_effect	raw_reanalysis;qc_reviewed;population_selection_association;constitutive_expression;selected_A_pc2_displacement;sensitivity_direction_robust;fdr_lt_0.05	data/processed/CGIG_THERMOTOL_RNASEQ_PRJNA694496_rnaseq.tsv	636f73eb2b9094e50a8c3c3213792513bff4e26fc203a607471190188445b6a3	0.1.0	2026-09-25	PRJNA694496;SRP303795;PRJNA697824;SAMN17525955;PMC8100323;33967834	resilience_associated	GCF_963853765.1-RS_2024_06	direct_gene_id_from_versioned_refseq_tx2gene
