feature_id_standardized	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	source_transcript_ids	gene_symbol	apeglm_log2FoldChange_ranking_only
NCBI:GeneID:105327605	412.758027190867	-0.863052089031752	0.234069002524016	-3.6871695086717	0.0002267623130043	0.001054958551272	NCBI:GeneID:105327605	XM_011428180.4	LOC105327605	-0.802107686059496
NCBI:GeneID:105339053	217.959373343636	-0.728964573815836	0.197736975086765	-3.68653648866618	0.0002273268600077	0.0010573367145992	NCBI:GeneID:105339053	XM_011444455.4	LOC105339053	-0.686745874136541
NCBI:GeneID:105336098	22.5963045581739	-1.85381717763441	0.5029621980415	-3.68579822669188	0.0002279869314388	0.0010601579581152	NCBI:GeneID:105336098	XM_011440283.4	LOC105336098	-1.61162023419108
NCBI:GeneID:105334514	164.545175574399	0.770144160747316	0.208958248989035	3.68563655406459	0.0002281317209543	0.0010605823366938	NCBI:GeneID:105334514	XM_034473117.2;XM_034473118.2	LOC105334514	0.722817492423921
NCBI:GeneID:105321320	1284.24774974972	-0.807579935436812	0.219119671989284	-3.68556564595581	0.0002281952515105	0.0010606288326133	NCBI:GeneID:105321320	XM_011419583.4;XM_011419586.4;XM_066083736.1	LOC105321320	-0.754305781013394
NCBI:GeneID:105324938	37.7736816210451	-1.56388686596645	0.424431791122239	-3.68466005298843	0.0002290080847258	0.0010639849786026	NCBI:GeneID:105324938	XM_020065786.3	LOC105324938	-1.38301930784144
NCBI:GeneID:117681553	244.219615266484	0.714196538322792	0.193830669795754	3.68464154344286	0.0002290247266448	0.0010639849786026	NCBI:GeneID:117681553	XM_066075277.1;XM_066075278.1;XM_066075279.1	LOC117681553	0.674211208854012
NCBI:GeneID:105328795	291.302231150132	3.73215180386138	1.0130141621055	3.68420496323989	0.0002294175848598	0.0010655602499795	NCBI:GeneID:105328795	XM_011429808.4	LOC105328795	3.12493175607794
NCBI:GeneID:105347394	138.218381041311	1.45644477391236	0.395340498370983	3.68402625057059	0.0002295785824436	0.0010660581280847	NCBI:GeneID:105347394	XM_011456464.4;XM_020074944.3;XM_066065661.1	LOC105347394	1.2939341084701
NCBI:GeneID:136269736	264.298507779478	-1.77312364504562	0.481545599974559	-3.68215106760252	0.0002312742914896	0.0010736806025245	NCBI:GeneID:136269736	XM_066069782.1	LOC136269736	-1.54797827771539
NCBI:GeneID:105320290	1858.08579407724	-0.510366231650579	0.138608054039298	-3.68208207804345	0.000231336901669	0.0010737196930594	NCBI:GeneID:105320290	XM_011418163.4	LOC105320290	-0.492114639927275
NCBI:GeneID:105341232	39.4312334576903	2.0535708461598	0.557818343156367	3.68143298146103	0.0002319267564754	0.0010762053285256	NCBI:GeneID:105341232	XM_011447636.4;XM_066066568.1	LOC105341232	1.77437144398858
NCBI:GeneID:105348838	136.157125656178	1.04246370379958	0.28317452109783	3.68134710622299	0.000232004899682	0.0010763158703582	NCBI:GeneID:105348838	XM_011455358.4	LOC105348838	0.953464203109073
NCBI:GeneID:105328805	695.232255227458	0.994641178796771	0.270205956699494	3.68104830458253	0.0002322769904301	0.0010771089333405	NCBI:GeneID:105328805	XM_011429820.4	LOC105328805	0.913952920935724
NCBI:GeneID:105328575	19.2401112833539	2.40267556717053	0.65271650854774	3.68103998551585	0.0002322845701102	0.0010771089333405	NCBI:GeneID:105328575	XM_066077609.1;XM_066077610.1	LOC105328575	2.05595610471888
NCBI:GeneID:105344453	800.520276822555	-1.33802641208487	0.363503365829413	-3.68091890712448	0.0002323949135068	0.0010773684642545	NCBI:GeneID:105344453	XM_011452242.4;XM_011452246.4;XM_011452254.4;XM_011452259.4;XM_034469266.2	LOC105344453	-1.19633876670788
NCBI:GeneID:105345845	1470.9594653092	-0.447047225835291	0.121464347072106	-3.68048103506378	0.0002327943739149	0.0010789678888307	NCBI:GeneID:105345845	XM_011454165.4;XM_011454171.4;XM_011454181.4;XM_011454189.4;XM_034469645.2	LOC105345845	-0.434006208415214
NCBI:GeneID:105336238	51.965996664914	-1.59498901528541	0.433387911711903	-3.68028034973363	0.0002329776696866	0.0010795649081316	NCBI:GeneID:105336238	XM_011440466.4	LOC105336238	-1.40684522928633
NCBI:GeneID:117682140	273.124828567823	0.803367276063095	0.218324374882325	3.67969575772793	0.0002335123784573	0.0010817896344993	NCBI:GeneID:117682140	XM_034449135.2	LOC117682140	0.751385835686178
NCBI:GeneID:105329094	1482.3535879105	-0.460437401980905	0.125154686882212	-3.67894653768931	0.0002341993513833	0.0010847185479921	NCBI:GeneID:105329094	XM_011430257.4	LOC105329094	-0.446343407848511
NCBI:GeneID:105323595	755.659475381309	0.905445876732675	0.246141120739719	3.67856404493313	0.0002345507964692	0.0010860924237536	NCBI:GeneID:105323595	XM_011422656.4	LOC105323595	0.839264683517032
NCBI:GeneID:105338981	182.175902456717	-0.837228898092207	0.227608400245185	-3.67837433587832	0.0002347252900162	0.0010866464711171	NCBI:GeneID:105338981	XM_066071241.1;XM_066071242.1;XM_066071243.1;XM_066071244.1	LOC105338981	-0.780031914077324
NCBI:GeneID:105335956	171.381874841979	-0.960782398008187	0.261250600503943	-3.67762751991717	0.0002354133923644	0.0010895774249728	NCBI:GeneID:105335956	XM_066072786.1	LOC105335956	-0.884744128451605
NCBI:GeneID:105339941	2494.81726490455	-0.694029674292575	0.188733834233004	-3.67729335396085	0.0002357218992297	0.0010905611527117	NCBI:GeneID:105339941	XM_034472036.2;XM_034472037.2	LOC105339941	-0.655685111863609
NCBI:GeneID:105317823	69.7052907466248	1.2163672112565	0.330779230472486	3.67727807310948	0.0002357360158001	0.0010905611527117	NCBI:GeneID:105317823	XR_010714979.1	LOC105317823	1.09718318996619
NCBI:GeneID:117687338	53.6958045448219	1.19075628362219	0.323908664672336	3.67621003540229	0.0002367246450883	0.0010948791124603	NCBI:GeneID:117687338	XM_066078678.1	LOC117687338	1.07618371468941
NCBI:GeneID:105343809	22.3132755235672	2.61192389944759	0.710513025018169	3.6761098072492	0.0002368176206951	0.0010950535207591	NCBI:GeneID:105343809	XM_066070673.1	LOC105343809	2.22444077669021
NCBI:GeneID:105325422	372.014302366842	-0.780547604436477	0.212368903879468	-3.67543265599508	0.0002374466713324	0.0010977061002753	NCBI:GeneID:105325422	XM_011424977.4	LOC105325422	-0.731068305848615
NCBI:GeneID:136273587	76.6712524127936	1.54901835566907	0.42151499853971	3.67488312642602	0.0002379583178054	0.0010998148143219	NCBI:GeneID:136273587	XR_010711765.1	LOC136273587	1.36787418639284
NCBI:GeneID:105332572	560.683291633846	-0.526983290187491	0.143406213193664	-3.67475912271543	0.0002380739159927	0.0011000924840205	NCBI:GeneID:105332572	XM_034458886.2;XM_066067496.1;XM_066067497.1;XM_066067498.1	LOC105332572	-0.506508214983631
NCBI:GeneID:105326733	19.945485072377	2.84113006635099	0.773339255316139	3.67384695244721	0.0002389258760324	0.001103771813408	NCBI:GeneID:105326733	XM_011426904.4	LOC105326733	2.4055552562913
NCBI:GeneID:117692377	138.209710293822	-1.56436047708128	0.425830335774161	-3.67367081595365	0.0002390907153223	0.0011042758586009	NCBI:GeneID:117692377	XM_034479987.2;XM_034479988.2;XM_034479989.2;XM_034479990.2;XM_066079481.1	LOC117692377	-1.38015935967675
NCBI:GeneID:105326813	97.3339572472711	1.0159992706678	0.27656725833151	3.67360647387249	0.0002391509571757	0.0011042966827034	NCBI:GeneID:105326813	XR_004597318.2	LOC105326813	0.93102191564406
NCBI:GeneID:105346111	127.897430317856	-1.46555331161561	0.398985606756814	-3.67319844825599	0.0002395333128082	0.0011058045340125	NCBI:GeneID:105346111	XM_011454578.4	LOC105346111	-1.30061492697578
NCBI:GeneID:105336499	75.0076620134368	1.09307608043588	0.29759915135163	3.67298117441319	0.0002397371513209	0.0011064877512865	NCBI:GeneID:105336499	XM_034456939.2;XM_034456940.2;XM_034456941.2	LOC105336499	0.994955817963052
NCBI:GeneID:105330069	557.192975814151	0.600837139029572	0.163635254375774	3.6718074067939	0.0002408411552346	0.0011113243245968	NCBI:GeneID:105330069	XM_011431636.3;XM_011431639.3;XM_011431640.3;XM_011431641.3;XM_011431642.3;XM_011431643.4;XM_011431644.3;XM_034450199.2	LOC105330069	0.573970461022258
NCBI:GeneID:105336529	185.393440728568	-1.38512900060108	0.377271626761488	-3.67143697630027	0.0002411905579134	0.0011126774655405	NCBI:GeneID:105336529	XM_034447384.2;XM_066077219.1	LOC105336529	-1.23394892039112
NCBI:GeneID:136273429	31.4956119765938	2.44135600659002	0.665037833600949	3.67100318694791	0.0002416003273424	0.0011143083998985	NCBI:GeneID:136273429	XM_066077833.1	LOC136273429	2.08442468026961
NCBI:GeneID:105318758	1084.97290346095	-1.27683979537253	0.347869664061228	-3.67045456182059	0.0002421195092034	0.0011162182562344	NCBI:GeneID:105318758	XM_011416013.4	LOC105318758	-1.14422948316656
NCBI:GeneID:117684768	353.594446611639	-0.713801293528044	0.19447260190383	-3.67044656440104	0.0002421270851567	0.0011162182562344	NCBI:GeneID:117684768	XR_004598468.2	LOC117684768	-0.672896282227123
NCBI:GeneID:105343988	154.882965982388	0.878702892131743	0.239412755181914	3.67024259615606	0.0002423203793989	0.0011166221747781	NCBI:GeneID:105343988	XM_011451530.4	LOC105343988	0.815275343247323
NCBI:GeneID:105325096	73.0122474598661	-0.978175283131263	0.26651569608322	-3.67023517754026	0.0002423274125136	0.0011166221747781	NCBI:GeneID:105325096	XM_066076584.1	LOC105325096	-0.89851737159897
NCBI:GeneID:136274643	107.689839534535	1.16365074892288	0.317065809912069	3.67006063897459	0.0002424929366183	0.0011169824899723	NCBI:GeneID:136274643	XM_066081993.1	LOC136274643	1.05322154194913
NCBI:GeneID:105326436	47.71865218522	-1.18178445280905	0.322009142719309	-3.67003384695569	0.0002425183542879	0.0011169824899723	NCBI:GeneID:105326436	XM_011426480.4	LOC105326436	-1.06771041208065
NCBI:GeneID:105345682	207.551187358762	0.806578091953001	0.219820364799942	3.66926009192581	0.0002432534973494	0.0011201080168444	NCBI:GeneID:105345682	XM_034446620.2;XM_034446621.2;XM_034446623.2;XM_034446624.2;XM_034446625.2;XM_066075313.1;XM_066075314.1;XM_066075315.1	LOC105345682	0.754111051429959
NCBI:GeneID:117693017	64.7257966417938	1.05921282915987	0.288682085647529	3.66913252266416	0.0002433749012016	0.0011203186341162	NCBI:GeneID:117693017	XM_066077727.1	LOC117693017	0.967345278611851
NCBI:GeneID:105331025	109.812278480112	1.10656003348193	0.301589512350111	3.66909321500987	0.0002434123205748	0.0011203186341162	NCBI:GeneID:105331025	XM_066080191.1;XM_066080192.1	LOC105331025	1.00606407414497
NCBI:GeneID:105323916	100.450107585886	0.880911630396773	0.240115715308654	3.66869627531216	0.0002437904944423	0.0011217986198052	NCBI:GeneID:105323916	XR_010710776.1	LOC105323916	0.817246793423803
NCBI:GeneID:105317940	370.00760369975	-0.781711317047295	0.213083272882531	-3.6685719459464	0.0002439090592884	0.001122083608252	NCBI:GeneID:105317940	XM_011414764.4	LOC105317940	-0.731910523775091
NCBI:GeneID:105347817	105.02609556845	1.20808812046431	0.329404814670407	3.66748774353248	0.0002449452877888	0.001126589120763	NCBI:GeneID:105347817	XM_011457050.4;XM_066075295.1	LOC105347817	1.08985451969599
NCBI:GeneID:105319134	215.753583579269	-0.765163493326226	0.208638249340032	-3.66741714784612	0.0002450129027481	0.0011266385832101	NCBI:GeneID:105319134	XM_011416541.4;XM_011416543.4;XM_011416544.4;XM_066066825.1	LOC105319134	-0.717663021309133
NCBI:GeneID:105345936	151.012067353523	-0.827951659428778	0.225769842204412	-3.6672376228139	0.0002451849266654	0.0011271680132132	NCBI:GeneID:105345936	XM_011454319.4	LOC105345936	-0.771641736471547
NCBI:GeneID:105334954	1627.46381365745	-0.457263557414712	0.124693826908444	-3.66709057498458	0.0002453259147777	0.0011275545524021	NCBI:GeneID:105334954	XM_020070063.3	LOC105334954	-0.44333339039159
NCBI:GeneID:105324612	113.06587780562	-1.05111791739708	0.286655937176525	-3.66682765321476	0.0002455781913323	0.0011284522919895	NCBI:GeneID:105324612	XM_066087610.1;XM_066087611.1	LOC105324612	-0.959337562098721
NCBI:GeneID:105332140	956.454086425448	0.743350588238959	0.202732349871492	3.66665995195219	0.0002457392297702	0.0011289304657242	NCBI:GeneID:105332140	XM_011434591.4	LOC105332140	0.699365679349165
NCBI:GeneID:136271520	13.7079060090103	2.5835302917178	0.70464419120093	3.66643239805138	0.0002459579012833	0.0011296731237896	NCBI:GeneID:136271520	XR_010709424.1	LOC136271520	2.20305616135891
NCBI:GeneID:109618378	79.0885006142467	-1.09551981502779	0.298812724471978	-3.66624218216828	0.0002461408322841	0.0011302513211766	NCBI:GeneID:109618378	XM_020065963.3;XM_020065964.3;XM_066078887.1;XM_066078888.1;XR_010711935.1	LOC109618378	-0.996912102757271
NCBI:GeneID:105318724	316.091951983916	-0.677147094001858	0.184710857596166	-3.66598424594134	0.0002463890939473	0.0011311291722597	NCBI:GeneID:105318724	XM_066077679.1	LOC105318724	-0.640996906572027
NCBI:GeneID:105342399	568.979907625353	-0.539207469513741	0.147100064562923	-3.66558282021073	0.0002467759304347	0.0011326426420279	NCBI:GeneID:105342399	XM_034467362.2;XM_034467363.2	LOC105342399	-0.5181231820937
NCBI:GeneID:105336208	21.5667621661806	2.56884797410354	0.70081742657002	3.66550242147393	0.0002468534756386	0.001132736166351	NCBI:GeneID:105336208	XM_066078194.1	LOC105336208	2.18663626334512
NCBI:GeneID:105344745	2543.69605521641	-0.443963005258468	0.1211493638528	-3.66459212941386	0.0002477330552536	0.0011365090893252	NCBI:GeneID:105344745	XM_066069822.1	LOC105344745	-0.431025752159975
NCBI:GeneID:105337398	442.570845303475	-0.523445099619255	0.142856729350032	-3.66412630333076	0.0002481843010335	0.0011380903097489	NCBI:GeneID:105337398	XM_066068626.1;XM_066068627.1	LOC105337398	-0.503816510276253
NCBI:GeneID:105336187	607.745481656661	-0.527207501824502	0.143883886681019	-3.6641177409482	0.0002481926026256	0.0011380903097489	NCBI:GeneID:105336187	XM_034453726.2	LOC105336187	-0.507751668189748
NCBI:GeneID:105326211	2292.55177452677	-0.676828714645358	0.184736657319069	-3.66374884371957	0.0002485505115323	0.0011394678009029	NCBI:GeneID:105326211	XM_011426095.4	LOC105326211	-0.639990719560656
NCBI:GeneID:105322112	378.522005976892	-0.793832891715462	0.216698076256697	-3.66331305486579	0.00024897394329	0.0011411449716281	NCBI:GeneID:105322112	XM_066086211.1	LOC105322112	-0.741801569509922
NCBI:GeneID:105322542	64.4875633305835	-1.13740316000692	0.310548494437969	-3.66256214529519	0.0002497051480424	0.0011442316843923	NCBI:GeneID:105322542	NM_001308852.1	LOC105322542	-1.03034164078125
NCBI:GeneID:105344132	79.0523852885534	1.19563777534392	0.326613272201986	3.66071399145257	0.0002515133920959	0.0011522511794195	NCBI:GeneID:105344132	XM_066087802.1	LOC105344132	1.07900161156223
NCBI:GeneID:105340839	41.5680914830594	-1.31753069650513	0.359974687478233	-3.66006483882231	0.0002521514357316	0.0011549072000893	NCBI:GeneID:105340839	XM_011447062.4	LOC105340839	-1.17773706578089
NCBI:GeneID:105328509	997.85150991813	-0.442196149828157	0.120829293200954	-3.65967670681256	0.0002525336504269	0.0011563905129556	NCBI:GeneID:105328509	XM_011429419.4	LOC105328509	-0.42937681446525
NCBI:GeneID:105317634	8.04723401771228	-4.59398465484763	1.2554327804266	-3.65928365617996	0.0002529212624297	0.0011578978497648	NCBI:GeneID:105317634	XM_066077851.1	LOC105317634	-3.90816282593196
NCBI:GeneID:105340302	212.792729571509	-0.676830714976243	0.184999530028243	-3.65855369942244	0.0002536425995145	0.0011609319627584	NCBI:GeneID:105340302	XM_011446260.4;XM_011446262.4;XM_034457518.2;XM_066065927.1	LOC105340302	-0.64057495638977
NCBI:GeneID:105328825	544.337150620893	-0.542691728276703	0.148352272079489	-3.6581288622659	0.0002540633077181	0.001162589002108	NCBI:GeneID:105328825	XM_011429855.4	LOC105328825	-0.521224609089268
NCBI:GeneID:105327493	242.602039801545	0.643136246620645	0.175835299108459	3.65760600904115	0.0002545819776765	0.0011646934439353	NCBI:GeneID:105327493	XM_020066936.3;XM_066089230.1;XM_066089231.1	LOC105327493	0.611326555952036
NCBI:GeneID:105320318	96.070851749628	-1.94873835197287	0.532851224168698	-3.65719034429	0.0002549950250751	0.0011663138104428	NCBI:GeneID:105320318	XM_011418218.4;XM_011418220.4;XM_034444509.2;XM_066074437.1	LOC105320318	-1.6872211287451
NCBI:GeneID:105346012	2473.9017681195	-0.412569149086266	0.112821274872287	-3.65683821205966	0.0002553454316189	0.0011676469840984	NCBI:GeneID:105346012	XM_011454458.4	LOC105346012	-0.401747505093072
NCBI:GeneID:136276203	22.3401081856279	1.75156400383681	0.479092663598493	3.65600255842097	0.0002561787980919	0.0011710766450022	NCBI:GeneID:136276203	XR_010714679.1	LOC136276203	1.53054956824497
NCBI:GeneID:105328926	1205.96030667514	-0.609853242042302	0.166810348899172	-3.65596766667593	0.0002562136497468	0.0011710766450022	NCBI:GeneID:105328926	XM_011429971.4;XM_034471588.2;XM_034471589.2;XM_034471590.2;XM_034471591.2;XM_034471592.2;XM_034471593.2;XM_034471595.2;XM_034471596.2;XM_034471598.2;XM_034471600.2;XM_034471602.2;XM_034471603.2;XM_034471604.2;XM_034471605.2;XM_034471606.2;XM_066069236.1	LOC105328926	-0.581703424460092
NCBI:GeneID:105319829	218.910767647073	0.691302789723847	0.189178189716729	3.65424148924878	0.0002579434053125	0.0011787109393135	NCBI:GeneID:105319829	XM_011417526.4;XM_011417527.4	LOC105319829	0.653885073865148
NCBI:GeneID:105339950	466.148533684458	0.774627717138019	0.211985668843311	3.65415134600718	0.000258034035575	0.0011788532121013	NCBI:GeneID:105339950	XM_011445739.4	LOC105339950	0.725971891552
NCBI:GeneID:105337369	268.929175834098	-2.02835257021312	0.555192909101096	-3.65341944567915	0.0002587709963611	0.0011819302577206	NCBI:GeneID:105337369	XM_066085568.1;XM_066085569.1;XM_066085570.1	LOC105337369	-1.74747833135491
NCBI:GeneID:105320380	80.7089293859455	1.00354975917189	0.274691967867264	3.65336404614795	0.000258826859203	0.0011819302577206	NCBI:GeneID:105320380	XM_011418304.4	LOC105320380	0.920234138994705
NCBI:GeneID:105327689	214.247982293988	-1.01699837920416	0.278420957433509	-3.65273644835816	0.0002594604957838	0.0011845507519495	NCBI:GeneID:105327689	XM_034473808.2;XM_034473809.2	LOC105327689	-0.930611682025033
NCBI:GeneID:105318869	359.052531093519	0.884159182633255	0.242141765644894	3.65141131385774	0.0002608031614976	0.0011901450772899	NCBI:GeneID:105318869	XM_011416167.4	LOC105318869	0.819424267481441
NCBI:GeneID:117684317	32.7196857837991	1.38621993697298	0.379639781935076	3.65140852707066	0.0002608059920053	0.0011901450772899	NCBI:GeneID:117684317	XM_066065250.1	LOC117684317	1.23419019138899
NCBI:GeneID:105328423	213.81504462459	0.831103554163312	0.227621998378495	3.65124443192584	0.0002609727123491	0.0011906316653204	NCBI:GeneID:105328423	XM_011429291.4	LOC105328423	0.774191262110666
NCBI:GeneID:105340655	92.6339180723213	0.917920490760164	0.251425453640331	3.65086540551009	0.000261358184478	0.0011921158073773	NCBI:GeneID:105340655	XM_066084214.1	LOC105340655	0.847929881963135
NCBI:GeneID:105326415	98.5415980967333	-0.890427005882049	0.243935089939347	-3.65026206809135	0.0002619728836039	0.0011944781809813	NCBI:GeneID:105326415	XM_011426426.4;XM_011426427.4;XM_034451151.2;XM_066085166.1;XM_066085167.1	LOC105326415	-0.824214698426217
NCBI:GeneID:105341833	47.2235873991374	-1.24256656020279	0.340406929132007	-3.65023874035457	0.000261996677831	0.0011944781809813	NCBI:GeneID:105341833	XM_034457600.2	LOC105341833	-1.11713183764411
NCBI:GeneID:105347010	70.4410914642608	-1.61447339122569	0.442362744567594	-3.64965949563366	0.0002625881560541	0.0011968994074203	NCBI:GeneID:105347010	XM_011455868.4;XM_011455871.4	LOC105347010	-1.42043098994159
NCBI:GeneID:105348065	176.732826468893	0.708854570622553	0.194241923577486	3.64933870900316	0.0002629162560179	0.0011981192954784	NCBI:GeneID:105348065	XM_034455273.2;XM_066066388.1	LOC105348065	0.66880172554197
NCBI:GeneID:105333996	1024.00021110237	-0.727619615773028	0.199414063516626	-3.64878786852645	0.0002634805514277	0.0012004147266015	NCBI:GeneID:105333996	XM_034453221.2	LOC105333996	-0.684539080244222
NCBI:GeneID:105337297	34.687596376112	-2.01693095984834	0.552809376335259	-3.64851076372688	0.0002637648539306	0.0012014337507543	NCBI:GeneID:105337297	XM_011441960.4	LOC105337297	-1.74497492892631
NCBI:GeneID:105327613	1245.82655942121	-0.668491025202555	0.183258735256729	-3.64779896721462	0.0002644964578678	0.0012044892705569	NCBI:GeneID:105327613	XM_034468940.2;XM_066088583.1;XM_066088584.1;XM_066088585.1;XM_066088586.1	LOC105327613	-0.633062397996188
NCBI:GeneID:105318950	523.871645958651	0.482355315357007	0.132270166403581	3.64674309008769	0.0002655852221216	0.0012089376050261	NCBI:GeneID:105318950	XM_011416281.4;XM_011416282.4	LOC105318950	0.466519209009157
NCBI:GeneID:105317568	329.243910896824	-1.5200991008898	0.416838568509606	-3.64673332970331	0.0002655953060804	0.0012089376050261	NCBI:GeneID:105317568	XM_011414248.4	LOC105317568	-1.34106632360082
NCBI:GeneID:105321941	61.8678363331844	1.60473110327022	0.440080956188075	3.64644522946458	0.0002658931190744	0.0012100152184983	NCBI:GeneID:105321941	XR_010711963.1	LOC105321941	1.40973871287448
NCBI:GeneID:105344265	143.803649691825	0.864033773113172	0.236964162211216	3.64626349001679	0.0002660811465203	0.0012105928443521	NCBI:GeneID:105344265	XM_066075409.1	LOC105344265	0.802127010978772
NCBI:GeneID:105330640	264.821389512551	0.646770423333371	0.177391403311564	3.6460077053306	0.0002663459922707	0.0012112621832448	NCBI:GeneID:105330640	XM_020068250.3;XM_034444170.2;XM_034444171.2	LOC105330640	0.614309532283037
NCBI:GeneID:105336517	434.686391017368	-0.544807685941286	0.149425997972656	-3.64600332828952	0.0002663505265164	0.0012112621832448	NCBI:GeneID:105336517	XM_011440864.4	LOC105336517	-0.522961726243825
NCBI:GeneID:109621217	76.2779192321021	1.03207775855644	0.283135975045125	3.6451664554176	0.0002672187870788	0.0012149318602984	NCBI:GeneID:109621217	XM_066084451.1;XM_066084453.1;XM_066084456.1;XM_066084458.1	LOC109621217	0.943569201507702
NCBI:GeneID:105332389	110.780019632682	0.89468990024377	0.2454653685745	3.64487220922257	0.0002675246991829	0.0012160436773597	NCBI:GeneID:105332389	XM_034470556.2	LOC105332389	0.828453209624425
NCBI:GeneID:105320933	811.755891943007	-0.999776154957771	0.274305795973899	-3.64475038308306	0.0002676514514063	0.0012163407931572	NCBI:GeneID:105320933	XM_011419074.4	LOC105320933	-0.915071501658685
NCBI:GeneID:105324545	39.2783872401158	1.35450695931452	0.37167218384278	3.64435924504774	0.0002680587858746	0.0012179125850312	NCBI:GeneID:105324545	XM_034463661.2;XM_066084093.1	LOC105324545	1.20751634400745
NCBI:GeneID:105343217	133.015816383838	-0.797635885501788	0.219013442336775	-3.64194944835976	0.0002705812152652	0.0012290912882314	NCBI:GeneID:105343217	XM_066086058.1	LOC105343217	-0.744885827274309
NCBI:GeneID:105344787	51.6524376983523	-1.22706052894113	0.336937805455857	-3.64180127332696	0.0002707370397217	0.0012295172370035	NCBI:GeneID:105344787	XR_010712358.1	LOC105344787	-1.10154900477864
NCBI:GeneID:136276238	405.222552404619	1.3057661811004	0.358611380665564	3.64117329092279	0.0002713983753452	0.0012322381780682	NCBI:GeneID:136276238	XR_010714689.1	LOC136276238	1.16891384078099
NCBI:GeneID:105328325	29.1446507494063	-1.57576711393936	0.432831700189969	-3.64060006059573	0.0002720033725296	0.0012347021359225	NCBI:GeneID:105328325	XM_034471481.2;XM_066084189.1	LOC105328325	-1.38722475751225
NCBI:GeneID:105336025	334.587353255275	-1.25075038934417	0.343614994261399	-3.63997616586163	0.0002726632782719	0.0012374141538435	NCBI:GeneID:105336025	XM_066079905.1;XM_066079906.1;XM_066079907.1;XM_066079908.1;XM_066079910.1;XM_066079911.1;XM_066079912.1;XM_066079913.1;XM_066079914.1;XM_066079915.1;XM_066079916.1;XM_066079917.1;XM_066079918.1;XM_066079919.1	LOC105336025	-1.12194636474205
NCBI:GeneID:105334513	313.196674963414	-0.60885400639562	0.167278730795263	-3.63975744854744	0.000272894974895	0.0012381820546303	NCBI:GeneID:105334513	XM_011437994.4;XM_011437995.4	LOC105334513	-0.580123048845077
NCBI:GeneID:105329400	504.969207471607	-0.600361033194827	0.164987932137622	-3.63881785422976	0.0002738924281417	0.0012424232076922	NCBI:GeneID:105329400	XM_011430636.4;XM_034483028.2	LOC105329400	-0.572661510561318
NCBI:GeneID:105333728	360.617777163512	0.512792364714251	0.140966402316334	3.6376920761837	0.0002750920295834	0.0012475791884106	NCBI:GeneID:105333728	XM_011436863.4;XM_011436864.4;XM_034478630.2;XM_034478631.2;XM_034478632.2;XM_066070961.1	LOC105333728	0.494231614772414
NCBI:GeneID:105332051	1296.44070556626	-0.388417255219359	0.106803252736986	-3.63675492333436	0.0002760943904624	0.0012518385017443	NCBI:GeneID:105332051	XM_066069635.1;XR_010708695.1	LOC105332051	-0.379174364625636
NCBI:GeneID:105338283	179.89950555654	-0.704932401584401	0.193840284462768	-3.63666615295234	0.0002761895148349	0.0012519833097551	NCBI:GeneID:105338283	XM_020071437.3	LOC105338283	-0.664570630806128
NCBI:GeneID:105330351	61.4939022650649	1.12103863536758	0.308289904619646	3.63631315385	0.0002765680848379	0.0012534126333436	NCBI:GeneID:105330351	XM_011431986.4;XM_020068125.3	LOC105330351	1.01639548062944
NCBI:GeneID:105344468	112.867302046044	1.13123274766095	0.311155515645382	3.63558635724201	0.0002773490617226	0.0012565850594655	NCBI:GeneID:105344468	XM_011452252.4	LOC105344468	1.02454257269939
NCBI:GeneID:105346244	131.648564943808	-1.83154274191709	0.503787844508818	-3.63554373508714	0.0002773949253105	0.0012565850594655	NCBI:GeneID:105346244	XM_034454801.2;XM_034454802.2;XM_034454803.2;XM_034454804.2	LOC105346244	-1.59058770977136
NCBI:GeneID:136275930	28.4038475445594	2.07681567546804	0.571326013994752	3.63507983987426	0.000277894559811	0.0012583081049887	NCBI:GeneID:136275930	XM_066086407.1	LOC136275930	1.78526322853327
NCBI:GeneID:105336689	487.787063927851	0.712455523040575	0.195994850901523	3.63507265503901	0.0002779023048062	0.0012583081049887	NCBI:GeneID:105336689	XM_034448190.2;XM_034448192.2;XM_034448193.2;XM_034448194.2	LOC105336689	0.671777936561704
NCBI:GeneID:105322049	2060.51159569605	-0.506313195131878	0.139288598524936	-3.63499382213422	0.0002779872971424	0.0012584053702489	NCBI:GeneID:105322049	XM_066082632.1	LOC105322049	-0.487951831294831
NCBI:GeneID:136269498	281.34700257586	-0.795003645768899	0.21874205953494	-3.63443430796586	0.0002785912280312	0.0012608512088194	NCBI:GeneID:136269498	XM_020075141.3	LOC136269498	-0.742400736139588
NCBI:GeneID:117683597	30.2584791321869	-1.45940333290774	0.401722166100218	-3.63286732986415	0.0002802891498209	0.0012682459955589	NCBI:GeneID:117683597	XR_010710901.1;XR_010710903.1	LOC117683597	-1.29136098845191
NCBI:GeneID:105332139	15.4656791136263	2.65157297348739	0.730389975739848	3.63035236183448	0.0002830345646739	0.0012803759964495	NCBI:GeneID:105332139	XM_011434589.4	LOC105332139	2.24329485137242
NCBI:GeneID:105319733	707.259625898932	-0.64339620709885	0.177234593848373	-3.63019539881298	0.0002832067428695	0.0012808624522293	NCBI:GeneID:105319733	XM_066074936.1;XM_066074937.1;XM_066074938.1;XM_066074939.1	LOC105319733	-0.610837650351395
