feature_id_standardized	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	source_transcript_ids	gene_symbol	apeglm_log2FoldChange_ranking_only
NCBI:GeneID:117689190	627.273622824943	-2.34916855240839	0.144588519684756	-16.2472688532275	2.3353894941612e-59	1.59563473921759e-56	NCBI:GeneID:117689190	XM_066087309.1	LOC117689190	-2.33346378256777
NCBI:GeneID:105322357	443.061586583493	-3.12847586277937	0.195401682076292	-16.0104858337806	1.0796349325913399e-57	7.13062885145495e-55	NCBI:GeneID:105322357	XM_011421008.4;XM_066080714.1	LOC105322357	-3.10526560749118
NCBI:GeneID:105332528	886.032836123689	2.19529812053642	0.1376356868191	15.9500647780527	2.84601564432381e-57	1.8190630315042602e-54	NCBI:GeneID:105332528	XM_034476372.2;XM_034476374.2	LOC105332528	2.18063854583188
NCBI:GeneID:117689189	1393.31494775342	-2.37569307923839	0.149599610453965	-15.8803426829072	8.6703423175971e-57	5.36856758377716e-54	NCBI:GeneID:117689189	XM_034469297.2	LOC117689189	-2.35892074644664
NCBI:GeneID:105324352	158.202328306131	5.41011181775261	0.341722667643386	15.8318786841453	1.87537071333256e-56	1.12601803981731e-53	NCBI:GeneID:105324352	XM_011423413.4	LOC105324352	5.36918350240661
NCBI:GeneID:105317748	741.35995700351	-2.04666447201923	0.131169961323975	-15.6031491612946	6.929017247534069e-55	4.03798669831294e-52	NCBI:GeneID:105317748	XM_011414475.4	LOC105317748	-2.03234607580897
NCBI:GeneID:105323841	213.502648970904	-3.98067935682882	0.256175247049075	-15.5388914529523	1.89228364253347e-54	1.0712488026616601e-51	NCBI:GeneID:105323841	XM_066083024.1	LOC105323841	-3.94914712608292
NCBI:GeneID:105341146	284.970979759728	2.6934920945013	0.173789605379626	15.49857995602	3.54644009006151e-54	1.95192122067997e-51	NCBI:GeneID:105341146	XR_010708367.1	LOC105341146	2.67341055842951
NCBI:GeneID:105324594	470.594978167928	-2.57741568608072	0.166986788658814	-15.4348479109139	9.54250916881102e-54	5.1101426127249103e-51	NCBI:GeneID:105324594	XM_011423710.4	LOC105324594	-2.5578958847699
NCBI:GeneID:105320474	2960.64846027979	-1.62811859709319	0.105720950120309	-15.4001510130246	1.63287573956492e-53	8.514157869405099e-51	NCBI:GeneID:105320474	XM_011418412.4;XM_011418413.4;XM_011418414.4;XM_011418416.4;XM_066073015.1	LOC105320474	-1.61727519782664
NCBI:GeneID:105332386	220.307901406927	-3.76926037594779	0.245321931724987	-15.3645471052839	2.83009388870711e-53	1.43783282848315e-50	NCBI:GeneID:105332386	XM_066084690.1	LOC105332386	-3.73866340940621
NCBI:GeneID:105346434	884.480804024814	-2.30423448844603	0.150326275244904	-15.3282217941746	4.95362394060213e-53	2.45377761897726e-50	NCBI:GeneID:105346434	XM_034446215.2	LOC105346434	-2.28701512721243
NCBI:GeneID:105343931	320.715156810114	-2.66184041628455	0.175194612294078	-15.1936202913389	3.89784225611981e-52	1.8837035722623898e-49	NCBI:GeneID:105343931	XM_011451453.4	LOC105343931	-2.64067923818131
NCBI:GeneID:136273127	1262.33977101946	1.64851241448127	0.109237703971702	15.0910569752392	1.85447562999206e-51	8.74870955539585e-49	NCBI:GeneID:136273127	XM_066077193.1;XM_066077194.1;XM_066077195.1;XM_066077196.1;XR_010711324.1	LOC136273127	1.63757941401655
NCBI:GeneID:105322023	837.90837474478	-2.55395119627413	0.171261469018182	-14.9125848967405	2.72976746287048e-50	1.25785145370502e-47	NCBI:GeneID:105322023	XM_034472321.2	LOC105322023	-2.53328106902264
NCBI:GeneID:105346800	4003.94001495826	-1.96807437355836	0.132432035894633	-14.8610142573374	5.90247532157805e-50	2.6579919550397104e-47	NCBI:GeneID:105346800	XM_011455510.3	LOC105346800	-1.95298532824393
NCBI:GeneID:105331712	1763.96826101041	-1.86748438123428	0.125703857826247	-14.8562217065413	6.34014840611051e-50	2.79163778930386e-47	NCBI:GeneID:105331712	XM_011434018.4	LOC105331712	-1.85338133252062
NCBI:GeneID:105341082	292.301349410019	2.69939453039023	0.182352549241117	14.803163112466	1.39752911102491e-49	6.01970474040165e-47	NCBI:GeneID:105341082	XM_011447382.4	LOC105341082	2.67733121868691
NCBI:GeneID:105345100	3902.4455448837	-1.4398871423108	0.0977662340125562	-14.7278572899297	4.27032111438244e-49	1.80025835234838e-46	NCBI:GeneID:105345100	XM_034468209.2;XM_034468210.2	LOC105345100	-1.43008393684476
NCBI:GeneID:105321969	154.311966557826	4.34634537095916	0.296290519138403	14.6692016457297	1.01532638031197e-48	4.1911826873961005e-46	NCBI:GeneID:105321969	XM_011420464.4	LOC105321969	4.30808662513189
NCBI:GeneID:105328968	662.722888687575	1.90186000880558	0.130237774173372	14.6029830506304	2.6882075846366398e-48	1.08702336902021e-45	NCBI:GeneID:105328968	XM_011430060.4	LOC105328968	1.88741568343573
NCBI:GeneID:105346608	1664.10366068412	-2.22761108547579	0.152997007660487	-14.5598343362313	5.05802274046709e-48	2.0043932515923e-45	NCBI:GeneID:105346608	XM_011455267.4;XM_011455268.4;XM_011455269.4;XM_011455270.4	LOC105346608	-2.20924797944292
NCBI:GeneID:136272141	208.300126423545	-4.41851345188971	0.30567923238736	-14.4547387710347	2.34015959181741e-47	9.091749441621591e-45	NCBI:GeneID:136272141	XR_010710081.1	LOC136272141	-4.37696036690725
NCBI:GeneID:105337671	1283.27259013441	-2.05221133689392	0.143501877411544	-14.3009371996469	2.15882536224866e-46	8.22595494761442e-44	NCBI:GeneID:105337671	XM_011442509.4	LOC105337671	-2.0350346460784
NCBI:GeneID:105330352	194.271661057307	3.16708608831476	0.222073485141771	14.2614328148761	3.80559894636583e-46	1.42271957591118e-43	NCBI:GeneID:105330352	XM_011431987.4	LOC105330352	3.13840079841166
NCBI:GeneID:105348066	3330.23619022072	-1.43724935538934	0.100847487167843	-14.2517121224577	4.37423844313446e-46	1.60502149096789e-43	NCBI:GeneID:105348066	XM_034455268.2	LOC105348066	-1.42691271761528
NCBI:GeneID:117687150	192.364638847764	5.19213174043901	0.365865072135101	14.1913840261902	1.03593804731339e-45	3.7320139035395596e-43	NCBI:GeneID:117687150	XM_066076793.1	LOC117687150	5.14262531822229
NCBI:GeneID:105327027	473.109598167895	-2.22012160730731	0.157015351440918	-14.1395193968834	2.16759656265512e-45	7.66942112365154e-43	NCBI:GeneID:105327027	XM_034460269.2	LOC105327027	-2.201310606157
NCBI:GeneID:105339946	1847.7573034281	-1.52561261544676	0.108167494991564	-14.1041688685288	3.57981952010505e-45	1.2443955082695e-42	NCBI:GeneID:105339946	XM_066069552.1	LOC105339946	-1.51405021055632
NCBI:GeneID:136273691	1637.17379694044	-1.80742109940606	0.128692045408723	-14.0445440405095	8.32021552331511e-45	2.8423577651545797e-42	NCBI:GeneID:136273691	XM_066078799.1	LOC136273691	-1.79241959598986
NCBI:GeneID:105348808	987.698512279407	1.67249148185163	0.119174036759651	14.0340255925432	9.65138515651344e-45	3.2412295845958894e-42	NCBI:GeneID:105348808	XM_034470702.2;XM_066088493.1;XM_066088494.1;XR_010714905.1;XR_010714906.1	LOC105348808	1.65955828692226
NCBI:GeneID:136273824	165.53692706911	5.78858770065402	0.416026489330862	13.9139882894582	5.20918149656623e-44	1.72024536954939e-41	NCBI:GeneID:136273824	XM_066079414.1	LOC136273824	5.73107868849829
NCBI:GeneID:105317552	4139.35857258585	-1.30950157989873	0.0952002407499973	-13.7552339109895	4.73745996894448e-43	1.5388201938469799e-40	NCBI:GeneID:105317552	XM_011414219.4	LOC105317552	-1.3000123385456
NCBI:GeneID:105341499	498.11451227785	-2.04516057820977	0.149097643581097	-13.7169208653346	8.04083150131513e-43	2.5696941188235097e-40	NCBI:GeneID:105341499	XM_011448054.4	LOC105341499	-2.02662695654449
NCBI:GeneID:105343805	237.585414412457	2.52382528995568	0.184075572303629	13.7108105022902	8.74751920236832e-43	2.7511642139004097e-40	NCBI:GeneID:105343805	XM_011451289.4	LOC105343805	2.50003662809469
NCBI:GeneID:136276032	234.571666549769	4.25933177154324	0.315343262070728	13.5069693373943	1.42258148597714e-41	4.40422336924234e-39	NCBI:GeneID:136276032	XM_066086721.1	LOC136276032	4.21481760649979
NCBI:GeneID:105347939	178.498641094006	6.37299858452063	0.474428179815404	13.433010212421	3.8734035030171996e-41	1.18073256936589e-38	NCBI:GeneID:105347939	XR_010715018.1	LOC105347939	6.30385468237375
NCBI:GeneID:105347149	612.846161330083	1.81825241423861	0.135536884888876	13.4151852149277	4.92700638196217e-41	1.47914703715452e-38	NCBI:GeneID:105347149	XM_011456068.4	LOC105347149	1.80208371127425
NCBI:GeneID:105347968	642.91086750776	-1.82437170498557	0.136667602205868	-13.3489698768363	1.20098201384295e-40	3.55168024213197e-38	NCBI:GeneID:105347968	XM_066082797.1;XM_066082798.1;XM_066082799.1;XM_066082800.1	LOC105347968	-1.80759701827983
NCBI:GeneID:105328656	996.713666311581	-2.23469058263115	0.167970580490951	-13.3040594138539	2.19234685997541e-40	6.38811186522836e-38	NCBI:GeneID:105328656	XM_011429625.4;XM_011429626.4	LOC105328656	-2.21243202260545
NCBI:GeneID:105345420	274.791375697352	-3.11988553419403	0.234701243219187	-13.2930081298307	2.5415149542544296e-40	7.29819960921701e-38	NCBI:GeneID:105345420	XM_066074521.1	LOC105345420	-3.08699177758698
NCBI:GeneID:105335677	207.256386651807	2.81814950776473	0.216315962563796	13.0279313387869	8.48777353527946e-39	2.4025249261146798e-36	NCBI:GeneID:105335677	XM_011439699.4	LOC105335677	2.78794117821553
NCBI:GeneID:136269516	964.249079831537	3.54250550203024	0.274146005238883	12.9219665227053	3.38381023433565e-38	9.44321351875023e-36	NCBI:GeneID:136269516	XM_066088641.1;XR_010714970.1	LOC136269516	3.50296173382899
NCBI:GeneID:105344069	1743.56037549293	-2.01041411387688	0.157066568501862	-12.7997583002715	1.64462308791167e-37	4.52591136998358e-35	NCBI:GeneID:105344069	XM_011451651.4;XM_011451659.4;XM_066067223.1	LOC105344069	-1.98952835431076
NCBI:GeneID:105347364	4004.35718289722	-1.52821011554492	0.119798764017944	-12.7564764801414	2.86887028483181e-37	7.786821345706491e-35	NCBI:GeneID:105347364	XM_066066576.1;XM_066066578.1	LOC105347364	-1.5138442678788
NCBI:GeneID:105333868	290.728284527247	-2.11015275114117	0.166181875614453	-12.6978513351046	6.07754764518725e-37	1.62730444651e-34	NCBI:GeneID:105333868	XM_011437075.4	LOC105333868	-2.08762167186719
NCBI:GeneID:105343686	338.347540497435	3.61891451320795	0.286841451269199	12.6164279855481	1.7142196898011097e-36	4.52873985782924e-34	NCBI:GeneID:105343686	XM_066070674.1;XM_066070675.1;XM_066070676.1	LOC105343686	3.5763242588973
NCBI:GeneID:105344203	987.69943394302	-1.45340093914876	0.115723747065928	-12.5592281273156	3.5376703211685596e-36	9.22307891363603e-34	NCBI:GeneID:105344203	XM_011451924.4	LOC105344203	-1.43993135220191
NCBI:GeneID:136276109	174.893011662522	2.67604332927759	0.213242224770044	12.5493125583518	4.0097594035766694e-36	1.0318100366554299e-33	NCBI:GeneID:136276109	XR_010714563.1	LOC136276109	2.64550140714308
NCBI:GeneID:105337198	215.655017546862	2.71067010989148	0.216265586785075	12.5339872616227	4.8653693558592e-36	1.2359285694486399e-33	NCBI:GeneID:105337198	XM_066088229.1	LOC105337198	2.67967483599649
NCBI:GeneID:105325327	2337.95148986166	1.1881538578754	0.095248392649119	12.4742667548458	1.03151354815345e-35	2.5871404358370097e-33	NCBI:GeneID:105325327	XM_034461781.2;XM_066087700.1	LOC105325327	1.17853115000082
NCBI:GeneID:105339404	486.577765923809	-4.63651333973326	0.371815623778303	-12.4699260687813	1.08927064295456e-35	2.6978510649377e-33	NCBI:GeneID:105339404	XM_066068698.1	LOC105339404	-4.57608760660111
NCBI:GeneID:136271677	329.16888549141	-2.95026667755339	0.236716252126941	-12.4633042769336	1.1836278897543501e-35	2.8953583959990898e-33	NCBI:GeneID:136271677	XM_066072070.1;XM_066072071.1	LOC136271677	-2.91449522504383
NCBI:GeneID:105318744	291.047850414517	-2.20073161673002	0.177377518101891	-12.4070493277838	2.39310480042066e-35	5.78255835555304e-33	NCBI:GeneID:105318744	XM_011415995.4;XM_011415997.4;XM_011415998.4;XM_011415999.4;XM_066078045.1;XM_066078046.1;XM_066078047.1	LOC105318744	-2.17572956299429
NCBI:GeneID:105337016	902.163931904394	1.40403168041714	0.113221132108779	12.4007917450268	2.58754174480856e-35	6.17705447369118e-33	NCBI:GeneID:105337016	XM_011441571.4;XM_034467548.2;XM_034467549.2	LOC105337016	1.39104397861205
NCBI:GeneID:105321902	629.627976489903	-2.34152340997001	0.188842466039822	-12.3993477689295	2.63459291194217e-35	6.21450285205026e-33	NCBI:GeneID:105321902	XM_020064716.3;XM_020064717.3	LOC105321902	-2.31433769072687
NCBI:GeneID:105337015	555.097939980354	2.21562979684995	0.179060313258408	12.3736508472008	3.62941678510151e-35	8.46038402117661e-33	NCBI:GeneID:105337015	XM_011441570.4	LOC105337015	2.19083481260154
NCBI:GeneID:105334483	1305.85061490536	-1.73615392681949	0.140356134286659	-12.3696334017979	3.81558878148906e-35	8.79093908330514e-33	NCBI:GeneID:105334483	XM_011437964.4;XM_011437971.4	LOC105334483	-1.71877628453417
NCBI:GeneID:105321588	528.003732041696	-2.2584159108923	0.18305946668775	-12.3370615666905	5.72057537626302e-35	1.3028446035089101e-32	NCBI:GeneID:105321588	XM_011419933.4	LOC105321588	-2.24273646873134
NCBI:GeneID:105347650	382.048566556744	-1.8494858583948	0.149943385565064	-12.3345611506969	5.90095478512209e-35	1.32865361491374e-32	NCBI:GeneID:105347650	XM_011456806.4;XM_011456807.4;XM_011456808.4;XM_066086440.1	LOC105347650	-1.82952167329327
NCBI:GeneID:105335044	155.207958986608	-6.49902918039672	0.527550979241441	-12.3192438951428	7.136020215561841e-35	1.57113174931876e-32	NCBI:GeneID:105335044	XR_010708831.1	LOC105335044	-6.41432141117394
NCBI:GeneID:105328482	505.539552289415	3.24826344902423	0.263678370098218	12.3190364375139	7.154400007470399e-35	1.57113174931876e-32	NCBI:GeneID:105328482	XM_011429376.3	LOC105328482	3.20856389781207
NCBI:GeneID:105339777	812.096260856974	-1.49564538642182	0.121416071505436	-12.3183477102935	7.215755990108351e-35	1.57113174931876e-32	NCBI:GeneID:105339777	XM_011445498.4	LOC105339777	-1.48092349919084
NCBI:GeneID:105326453	2591.23047819654	-1.77282469241821	0.144091137324514	-12.3034957273295	8.67373553009828e-35	1.86805864992791e-32	NCBI:GeneID:105326453	XM_011426503.4;XM_066086916.1;XM_066086917.1;XM_066086918.1	LOC105326453	-1.7539823223729
NCBI:GeneID:105344814	1254.59991723249	-1.58491641945468	0.128951045489193	-12.2908380730229	1.0144878260544699e-34	2.16140449305843e-32	NCBI:GeneID:105344814	XM_011452702.4;XM_011452703.4;XM_020073907.3	LOC105344814	-1.56870900793433
NCBI:GeneID:105338364	334.703348277702	2.27454616917742	0.185338065346154	12.2724177838442	1.27391595491825e-34	2.68525220539896e-32	NCBI:GeneID:105338364	XM_020071470.3	LOC105338364	2.2485358806277
NCBI:GeneID:105340829	636.74747321804	-2.41037975435603	0.196940886119328	-12.2391028183735	1.9214480281570199e-34	4.00753381367401e-32	NCBI:GeneID:105340829	XM_011447048.4	LOC105340829	-2.38093879889029
NCBI:GeneID:117687479	1459.94192334775	1.34370145438653	0.111066083919842	12.0982158275815	1.0793148217280699e-33	2.22766082059583e-31	NCBI:GeneID:117687479	XM_066075624.1;XM_066075626.1;XM_066075630.1;XM_066075634.1;XM_066075637.1;XM_066075641.1;XM_066075650.1;XM_066075655.1;XM_066075658.1;XM_066075663.1;XM_066075667.1;XM_066075672.1;XM_066075678.1;XR_010710888.1	LOC117687479	1.33116417937774
NCBI:GeneID:105344828	4518.63953400489	-1.39399910809801	0.115284861354536	-12.0917793691146	1.1673082827676799e-33	2.3844377644081203e-31	NCBI:GeneID:105344828	XR_902940.4	LOC105344828	-1.38008574811931
NCBI:GeneID:105335342	519.889022284228	-2.18917262260283	0.181406080268537	-12.0678018033474	1.5625249549536898e-33	3.15917035280126e-31	NCBI:GeneID:105335342	XM_011439166.4	LOC105335342	-2.16219577241166
NCBI:GeneID:105318136	1394.17921534087	1.40452748999692	0.116493918654562	12.056659319374	1.78893013642338e-33	3.5803900730396702e-31	NCBI:GeneID:105318136	XM_011415072.4	LOC105318136	1.39091864019204
NCBI:GeneID:105322800	444.084672116757	3.12452673685072	0.259314754090846	12.0491668428404	1.95920205350051e-33	3.8819629488059105e-31	NCBI:GeneID:105322800	XM_011421689.3;XM_034448006.2;XM_034448008.2	LOC105322800	3.08479326562139
NCBI:GeneID:136270562	339.74800742753	2.84151827829227	0.236290798516498	12.0255138842991	2.6095941791590598e-33	5.11945535305521e-31	NCBI:GeneID:136270562	XR_010708344.1;XR_010708345.1;XR_010708346.1;XR_010708347.1;XR_010708348.1;XR_010708349.1;XR_010708350.1;XR_010708351.1;XR_010708352.1;XR_010708353.1;XR_010708354.1	LOC136270562	2.80595148718317
NCBI:GeneID:105325920	254.851147194806	2.44136004389092	0.203496620562271	11.9970544825036	3.68166947852194e-33	7.151823436022921e-31	NCBI:GeneID:105325920	XM_034476075.2;XM_066071144.1	LOC105325920	2.41159091453335
NCBI:GeneID:136275171	236.88098758739	-2.45011097978623	0.204545405916431	-11.9783231933708	4.6156499635075195e-33	8.879076541450291e-31	NCBI:GeneID:136275171	XM_066083492.1	LOC136275171	-2.41919381209235
NCBI:GeneID:105318131	814.352047336071	1.85896638143469	0.15540710519577	11.9619137046077	5.6250429912155e-33	1.07167886373023e-30	NCBI:GeneID:105318131	XM_011415066.4	LOC105318131	1.83782089342253
NCBI:GeneID:105336863	530.568051970585	1.62388691887903	0.13578476080214	11.9592722282385	5.80686058496133e-33	1.09578224409927e-30	NCBI:GeneID:105336863	XM_066075282.1;XM_066075289.1;XM_066075294.1	LOC105336863	1.60665418518227
NCBI:GeneID:105334107	146.345112181973	3.72527521199548	0.312540984698217	11.9193174475742	9.38744441025561e-33	1.7547436183472097e-30	NCBI:GeneID:105334107	XM_066070764.1	LOC105334107	3.67564765035514
NCBI:GeneID:105322773	229.109033728213	2.4376657734029	0.205765140914898	11.8468354871202	2.2347130057996002e-32	4.13818724270217e-30	NCBI:GeneID:105322773	XM_066088338.1;XM_066088339.1;XM_066088340.1;XM_066088341.1;XM_066088342.1;XM_066088343.1;XM_066088344.1	LOC105322773	2.40715100545619
NCBI:GeneID:105330590	1847.43643815086	-1.51760844243014	0.128125691242125	-11.8446849161754	2.29278447365434e-32	4.20641032972104e-30	NCBI:GeneID:105330590	XM_011432353.4;XM_034473059.2	LOC105330590	-1.50132394584903
NCBI:GeneID:105338896	217.261429594155	2.21786862892033	0.187370257150954	11.8368233178733	2.51811108933296e-32	4.5774177178021296e-30	NCBI:GeneID:105338896	XM_066078643.1	LOC105338896	2.19066759221553
NCBI:GeneID:136272225	2910.95140573887	-1.88507115816156	0.159410942526848	-11.8252306164245	2.89107656581102e-32	5.2076173704526895e-30	NCBI:GeneID:136272225	XR_010710187.1	LOC136272225	-1.85408811816662
NCBI:GeneID:105330305	2836.37411928336	-1.19345936347855	0.100931847187488	-11.8244082193564	2.91952879332296e-32	5.21149040638749e-30	NCBI:GeneID:105330305	XM_034456487.2;XM_034456488.2;XM_034456489.2;XM_034456490.2	LOC105330305	-1.18241315175786
NCBI:GeneID:117681481	97.0473774209352	5.3527717323091	0.453997174831354	11.7903194756608	4.37876841904313e-32	7.74651048704649e-30	NCBI:GeneID:117681481	XM_034446213.2	LOC117681481	5.27854985624514
NCBI:GeneID:109617071	443.11163246556	-2.50223796150054	0.212476898039647	-11.7765177512787	5.15802620303242e-32	9.04434789264464e-30	NCBI:GeneID:109617071	XR_004601269.2	LOC109617071	-2.4693208906646
NCBI:GeneID:117690870	121.406174272349	3.05183239499986	0.260103906127761	11.7331278889015	8.62128187697355e-32	1.4984392904417e-29	NCBI:GeneID:117690870	XR_004602762.2	LOC117690870	3.01109851481876
NCBI:GeneID:117682758	198.839727569406	2.92099345309352	0.24916118027233	11.7233087830974	9.68152923464781e-32	1.66808539352445e-29	NCBI:GeneID:117682758	XM_066080777.1;XM_066080778.1	LOC117682758	2.8820834847514
NCBI:GeneID:105331115	461.839947450702	-1.85770795265607	0.160461190235368	-11.5773038323544	5.370878013962051e-31	9.17401525591759e-29	NCBI:GeneID:105331115	XM_011433170.4	LOC105331115	-1.834794711002
NCBI:GeneID:105343196	960.320905367566	-1.49069125123886	0.129494267834522	-11.5116389023781	1.15266759100723e-30	1.95204749130062e-28	NCBI:GeneID:105343196	XM_011450448.4	LOC105343196	-1.47395242773183
NCBI:GeneID:105336945	1127.34325974463	1.70656681277166	0.148676302444395	11.4784049960479	1.6937624401141198e-30	2.84408550749333e-28	NCBI:GeneID:105336945	XM_011441453.4;XM_011441454.4;XM_011441455.4;XM_011441456.4	LOC105336945	1.68636320444309
NCBI:GeneID:105322449	176.378957753184	2.26529078260088	0.197602512869656	11.4638763935919	2.0034285170053e-30	3.3357926584826e-28	NCBI:GeneID:105322449	XM_066083756.1	LOC105322449	2.23556489203591
NCBI:GeneID:105337005	503.174752321329	-1.66244901541029	0.145183969736582	-11.4506375492184	2.3342236276505398e-30	3.85419224652232e-28	NCBI:GeneID:105337005	XM_011441542.4	LOC105337005	-1.64247312402402
