sample_comparison	feature_id_original	feature_type	molecular_direction	effect_size	effect_size_type	standard_error	p_value	adjusted_p_value	analysis_method	quality_flags
heat_35C_2h_vs_control_12C	CGI_10010795	gene	down	-0.970880732435848	log2_fold_change			0.0442394069740856	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_33204	gene	down	-0.983169663756206	log2_fold_change			0.00429495030503161	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10016873	gene	down	-0.986235423106033	log2_fold_change			0.000268236094446447	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_4961	gene	down	-0.997992046009189	log2_fold_change			0.00659251100156744	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_5042	gene	down	-1.00375501026339	log2_fold_change			0.0355210418769769	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_24150	gene	down	-1.02061540214953	log2_fold_change			0.0150864455299852	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10028184	gene	down	-1.04163142532725	log2_fold_change			0.000975174121748347	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10002045	gene	down	-1.04396274329179	log2_fold_change			0.00940035895781371	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_26515	gene	down	-1.04469682906283	log2_fold_change			0.00427493951516934	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10024064	gene	down	-1.04472319375289	log2_fold_change			0.00396459796716613	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10013791	gene	down	-1.05502756264326	log2_fold_change			2.44805761877604e-9	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_28	gene	down	-1.08015686271257	log2_fold_change			0.00278563136328532	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_32107	gene	down	-1.08184606314921	log2_fold_change			0.0141512867028748	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10004133	gene	down	-1.08457827734095	log2_fold_change			0.000843834921973664	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10002452	gene	down	-1.08957053854073	log2_fold_change			0.0123283073055274	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10024482	gene	down	-1.09659054111521	log2_fold_change			0.00368136706765708	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_33348	gene	down	-1.10035613177642	log2_fold_change			0.0036725131344994	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_6745	gene	down	-1.10986302734909	log2_fold_change			0.00566471180715218	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10001455	gene	down	-1.12240982150869	log2_fold_change			0.0081884468183982	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10008967	gene	down	-1.1246862495793	log2_fold_change			0.0000899221721063631	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_21475	gene	down	-1.14460928715671	log2_fold_change			0.00118783224239719	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_19207	gene	down	-1.15937273551958	log2_fold_change			0.000975174121748347	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10002455	gene	down	-1.17890857008859	log2_fold_change			7.47304318078707e-11	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10019635	gene	down	-1.18157633978821	log2_fold_change			0.00246928936055532	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10021590	gene	down	-1.20984664264788	log2_fold_change			0.000535510320690744	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10023468	gene	down	-1.22415518064756	log2_fold_change			0.00193345129318593	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10014038	gene	down	-1.22705925709679	log2_fold_change			0.000551930432021571	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_15457	gene	down	-1.22989400571293	log2_fold_change			0.00037474782799881	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10019357	gene	down	-1.23412993423572	log2_fold_change			0.00052768112885308	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10022921	gene	down	-1.24934497573132	log2_fold_change			0.000539105766866993	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_41241	gene	down	-1.26031555861376	log2_fold_change			9.90570218481327e-11	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10027146	gene	down	-1.27453090253248	log2_fold_change			0.000327353227532878	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_10925	gene	down	-1.32763151635744	log2_fold_change			0.0000754048172351154	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10017364	gene	down	-1.33595380159616	log2_fold_change			0.0000757431138979213	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_28773	gene	down	-1.3428675839057	log2_fold_change			0.000327353227532878	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10001551	gene	down	-1.36252800262071	log2_fold_change			0.0000195768302889989	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10002479	gene	down	-1.38333470803848	log2_fold_change			0.00000160352383291026	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10012951	gene	down	-1.46765913043149	log2_fold_change			0.0000344427118262153	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_7956	gene	down	-1.4687908540205	log2_fold_change			0.00000781275166357553	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_21468	gene	down	-1.47820188593405	log2_fold_change			0.0000196024537404301	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10023314	gene	down	-1.55009963594526	log2_fold_change			1.77234940707436e-13	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10026860	gene	down	-1.55941839819341	log2_fold_change			5.44365656820312e-10	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10003336	gene	down	-1.57382180269053	log2_fold_change			0.00000414926050285915	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10002702	gene	down	-1.61342096801641	log2_fold_change			4.67523517235264e-7	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10014945	gene	down	-1.65791359906059	log2_fold_change			7.42501341777877e-28	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10007809	gene	down	-1.6867149836549	log2_fold_change			1.01349790384326e-7	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10016002	gene	down	-1.96322208761023	log2_fold_change			2.83498359422519e-10	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10017830	gene	down	-2.00178340339778	log2_fold_change			1.11360073807862e-15	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	Crassostrea_gigas_newGene_788	gene	down	-2.08570749225208	log2_fold_change			8.32556836318076e-12	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10027954	gene	down	-2.37668520893587	log2_fold_change			1.9925233390632e-15	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10016700	gene	down	-2.38083187455203	log2_fold_change			1.11360073807862e-15	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10010392	gene	down	-2.42981587493421	log2_fold_change			1.09991808935269e-22	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10001445	gene	down	-2.58931487891918	log2_fold_change			1.8608809812857e-18	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10018182	gene	down	-2.75777734667264	log2_fold_change			7.18547290814157e-24	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
heat_35C_2h_vs_control_12C	CGI_10020949	gene	down	-3.52361813728486	log2_fold_change			1.9524473045025e-37	DESeq2_publication_FDR_le_0.05_FC_ge_1.5	published_significant_deg;standard_error_unavailable;raw_p_value_unavailable;legacy_identifier_unmapped
